Full Name,Age,City,Are you currently a student ?,What is your highest/current education level ?,Are you currently employed ?,"If Yes, what is your monthly income ?",Do you use UPI ?,"If yes, how many UPI transactions do you make in a week?",What is your average monthly spending ?,Do you pay rent ?,"If yes, how much you pay monthly ?",How do you pay your rent ?,"Do you pay bills (electricity, mobile, internet) on time?",How much do you spend on mobile recharges monthly?,How many subscriptions do you pay for?,List your paid subscriptions,How often are you unable to pay subscriptions on time?,What phone type do you use?,Phone brand and model ?,How many hours/day do you use your phone?,Do you actively save a portion of your income?,"If yes, how much do you save per month","If you save money, where do you keep your savings ?",Do you use savings tracking applications ?,Which financial apps do you use regularly?,"Do you have any active EMIs or loans (student loan, mobile EMI, etc.)?","If yes, total EMI amount paid per month?","Have you ever used Buy Now Pay Later (BNPL) services (ZestMoney, LazyPay, Simpl)?",Do you have a financial goal you're saving for?,"If yes, what is the goal?",How soon do you aim to achieve this goal (months)?,Do you have an emergency fund that can cover 3+ months of expenses?,"If faced with an emergency, how would you manage funds?",Do you invest in crypto ?,Do you invest in any of the following ?,Do you participate in charity donations or volunteering?,How long have you been living at your current address (months) ?,How long have you been at your current job/college (months)?
Rudra Mukherjee,19,Coimbatore,Yes,UnderGraduate,Yes,19000,Yes,20,20000,No,0,,Sometimes,249,0,,Never,Mid-Range,Samsung M51,7,No,0,,Yes,,No,0,No,No,,,No,Credit Card,No,,Yes,14,46
Panini Sandal,23,Visakhapatnam,Yes,PostGraduate,No,0,Yes,33,6000,Yes,14000,UPI,Always,499,2,"Social Media, Music",Sometimes,Budget,Redmi Note 10 Pro,9,No,0,,No,"Paytm, Others, PhonePe",No,0,No,No,,,Yes,Savings,No,"Mutual Funds, Other",No,10,20
Dev Doshi,25,Udaipur,Yes,PostGraduate,Yes,33000,Yes,34,23000,No,0,,Sometimes,399,0,,Never,Mid-Range,Poco F1,5,Yes,8500,Bank,No,"Upstox, Paytm, Others",No,0,No,No,,,No,Friends,No,,No,40,46
Gagan Om,18,Hubli,Yes,UnderGraduate,Yes,77000,Yes,17,64500,Yes,5500,UPI,Always,299,2,"Educational, Music",Never,Mid-Range,Poco F4,4,Yes,18500,Bank,No,"Others, Upstox",No,0,Yes,Yes,Gadget,13.0,No,Credit Card,Yes,Fixed Deposits,No,6,23
Bakhshi Nanda,24,Varanasi,Yes,UnderGraduate,No,0,Yes,16,5000,No,0,,Always,399,0,,Never,Mid-Range,Samsung M51,10,No,0,,No,"PhonePe, Fi, Jar",No,0,No,Yes,Other,20.0,Yes,Savings,No,"Fixed Deposits, Mutual Funds, PPF",Yes,59,20
Triveni Gupta,22,Noida,Yes,UnderGraduate,Yes,17000,Yes,27,12000,Yes,19500,UPI,Always,399,3,"Others, Educational, Streaming",Sometimes,Mid-Range,Realme GT 2 Pro,9,Yes,5500,Wallet Apps,No,,No,0,Yes,Yes,Vehicles,8.0,No,Friends,No,,Yes,28,41
Mekhala Goda,20,Mangalore,Yes,UnderGraduate,No,0,Yes,25,4000,Yes,13500,Bank Transfer,Sometimes,399,0,,Never,Mid-Range,Samsung A23,5,No,0,,Yes,"Jar, Paytm, PhonePe, Upstox",No,0,No,No,,,No,Credit Card,No,"Other, PPF",No,39,28
Pooja Konda,21,Faridabad,Yes,UnderGraduate,No,0,Yes,18,4500,Yes,4000,UPI,Always,599,3,"Others, Streaming, Social Media",Never,Mid-Range,Poco M4 Pro,8,No,0,,No,CoinSwitch,Yes,5000,No,No,,,Yes,Savings,No,"Mutual Funds, Fixed Deposits",No,46,14
Pooja Kalla,21,Delhi,Yes,UnderGraduate,Yes,31000,Yes,12,29500,No,0,,Always,299,1,Streaming,Sometimes,Mid-Range,Samsung M21,4,No,0,,Yes,"Fi, Paytm",No,0,Yes,Yes,Gadget,22.0,No,Credit Card,No,,Yes,29,30
Azaan Char,18,Srikakulam,Yes,UnderGraduate,No,0,Yes,17,3000,Yes,8000,Bank Transfer,Never,499,0,,Never,Mid-Range,Poco F4,9,No,0,,Yes,"Others, Fi",Yes,7000,No,No,,,No,Credit Card,No,,No,20,40
Ishaan Nadkarni,21,Ranchi,Yes,UnderGraduate,Yes,24000,Yes,27,24500,Yes,14000,UPI,Always,249,2,"Streaming, Educational",Never,Flag-Ship,Samsung M14 5G,4,No,0,,No,"Paytm, Fi, Upstox",Yes,5000,No,Yes,Travel,10.0,No,BNPL,No,"Fixed Deposits, Other",Yes,41,4
Vedant Chandran,19,Indore,Yes,UnderGraduate,Yes,27000,Yes,16,16500,No,0,,Always,499,3,"Educational, Social Media, Music",Never,Mid-Range,Realme Narzo N55,3,Yes,9000,Investment Products,Yes,"CoinSwitch, GPay",No,0,No,Yes,Gadget,7.0,No,Credit Card,Yes,Other,Yes,16,9
Ubika Dixit,24,Ajmer,Yes,PostGraduate,Yes,26000,Yes,25,17500,No,0,,Always,249,2,"Educational, Music",Never,Budget,Redmi 10 Prime,10,Yes,9000,Bank,Yes,CoinSwitch,No,0,Yes,Yes,Emergency Fund,7.0,Yes,Savings,No,Stocks,No,7,40
Simon Reddy,20,Surat,Yes,UnderGraduate,No,0,Yes,19,5000,No,0,,Sometimes,399,3,"Streaming, Music, Educational",Sometimes,Flag-Ship,Moto Edge 40,5,No,0,,Yes,"Fi, Paytm, Upstox",No,0,No,Yes,Vehicles,5.0,No,Friends,No,"PPF, Fixed Deposits",No,37,29
Utkarsh Choudhry,19,Indore,Yes,UnderGraduate,Yes,35000,Yes,31,21000,No,0,,Always,399,2,"Streaming, Educational",Never,Mid-Range,Samsung M32,9,Yes,12000,Bank,Yes,"Groww, GPay",No,0,Yes,No,,,Yes,Savings,No,Mutual Funds,No,29,34
Chakradev Bhardwaj,21,Hubli,Yes,UnderGraduate,Yes,30000,Yes,25,24000,No,0,,Always,599,1,Streaming,Never,Mid-Range,Samsung M53,10,Yes,8000,Bank,No,"Upstox, GPay, PhonePe",Yes,9000,No,No,,,No,Friends,Yes,,Yes,48,43
Kamala Sarraf,18,Delhi,Yes,UnderGraduate,No,0,Yes,16,6000,No,0,,Always,399,1,Streaming,Always,Budget,Poco X6 Neo,4,No,0,,No,,Yes,3000,No,Yes,Vehicles,3.0,No,Other,No,,No,16,13
Yachana Master,24,Coimbatore,Yes,PostGraduate,No,0,Yes,13,4500,Yes,5500,UPI,Always,249,1,Social Media,Sometimes,Mid-Range,Redmi Note 14 Pro,9,No,0,,No,"Jar, CoinSwitch, Groww, GPay",Yes,4000,No,Yes,Vehicles,4.0,Yes,Savings,No,,No,46,25
Gayathri Sachar,23,Noida,Yes,UnderGraduate,Yes,39000,Yes,15,29000,No,0,,Never,299,0,,Never,Mid-Range,Redmi Note 13,7,Yes,9000,Cash,No,"PhonePe, Groww",Yes,6000,No,No,,,No,BNPL,No,"Mutual Funds, Other",No,10,36
Neel Mahajan,21,Noida,Yes,UnderGraduate,No,0,Yes,34,4500,Yes,15500,Others,Always,399,0,,Never,Mid-Range,Samsung M51,4,Yes,2000,Bank,No,"Groww, Others",No,0,No,Yes,Gadget,17.0,Yes,Savings,No,Stocks,No,14,12
Hardik Naidu,22,Kolkata,Yes,UnderGraduate,No,0,Yes,12,2000,Yes,11000,Bank Transfer,Always,499,0,,Never,Mid-Range,Realme Narzo 70,10,No,0,,No,Others,No,0,No,No,,,Yes,Savings,No,,Yes,7,4
Leena Kala,22,Nagpur,Yes,PostGraduate,Yes,26000,Yes,11,17000,Yes,9500,UPI,Always,399,0,,Never,Mid-Range,Redmi Note 10 Pro,8,Yes,9000,Bank,Yes,Paytm,No,0,Yes,Yes,Travel,7.0,Yes,Savings,No,Mutual Funds,No,34,12
Samesh Kala,25,Kochi,Yes,PostGraduate,No,0,Yes,18,8500,No,0,,Always,499,2,"Educational, Social Media",Sometimes,Budget,Poco M4 Pro,3,No,0,,Yes,"Groww, CoinSwitch, Jar, GPay",No,0,No,No,,,No,Credit Card,No,"Stocks, Mutual Funds",Yes,56,47
Pallavi Konda,22,Tiruchirappalli,Yes,PostGraduate,Yes,34000,Yes,29,20500,No,0,,Always,249,0,,Never,Mid-Range,Moto G14,5,Yes,11500,Cash,Yes,,No,0,No,No,,,No,Friends,No,Stocks,No,30,30
Balhaar Dar,23,Kochi,Yes,UnderGraduate,Yes,30000,Yes,17,18000,Yes,13500,UPI,Always,249,0,,Never,Mid-Range,Poco X5 Pro,7,Yes,10500,Bank,No,GPay,No,0,Yes,Yes,Emergency Fund,18.0,Yes,Savings,Yes,"Fixed Deposits, Mutual Funds",Yes,42,26
Vritti Doctor,18,Indore,Yes,UnderGraduate,No,0,Yes,22,5000,No,0,,Sometimes,399,0,,Never,Mid-Range,Poco M4 Pro,7,No,0,,No,Fi,No,0,No,Yes,Other,10.0,Yes,Savings,No,"Other, Stocks",No,57,18
Radha Loke,22,Indore,Yes,UnderGraduate,Yes,17000,Yes,14,13500,No,0,,Always,249,2,"Educational, Social Media",Never,Budget,Moto G60,8,Yes,2500,Bank,No,"PhonePe, CoinSwitch",No,0,No,No,,,No,Friends,No,Fixed Deposits,No,33,11
Pooja Sama,22,Meerut,Yes,UnderGraduate,Yes,27000,Yes,27,22500,No,0,,Always,599,0,,Never,Mid-Range,Moto Edge 40,7,Yes,3500,Bank,No,"Jar, PhonePe",Yes,1500,No,Yes,Gadget,24.0,No,Friends,No,"Mutual Funds, Stocks, PPF",No,55,6
Fariq Wable,25,Dehradun,Yes,PostGraduate,Yes,38000,Yes,13,32000,No,0,,Always,249,0,,Never,Budget,Poco F4,7,Yes,5000,Bank,Yes,"CoinSwitch, Fi, GPay",No,0,No,Yes,Gadget,14.0,Yes,Savings,No,"Stocks, Mutual Funds",Yes,35,27
Bakhshi Natarajan,25,Jodhpur,Yes,PostGraduate,Yes,29000,Yes,15,21000,No,0,,Always,199,1,Educational,Never,Mid-Range,Poco X3 Pro,5,Yes,6500,Bank,Yes,,No,0,Yes,No,,,No,Savings,Yes,,Yes,9,33
Eshana Bora,25,Hubli,Yes,PostGraduate,Yes,18000,Yes,14,17000,No,0,,Always,399,0,,Never,Flag-Ship,Samsung M12,8,No,0,,No,"Upstox, CoinSwitch, Jar, Others",No,0,No,No,,,Yes,Savings,No,,Yes,31,37
Vrishti Salvi,20,Gwalior,Yes,UnderGraduate,Yes,21000,Yes,25,15000,No,0,,Always,499,2,"Educational, Music",Never,Budget,Samsung M21,4,Yes,5500,Bank,Yes,"CoinSwitch, Upstox, Fi",No,0,No,Yes,Other,24.0,No,Friends,Yes,"Other, Fixed Deposits",Yes,56,6
Mekhala Nadig,21,Chandigarh,Yes,UnderGraduate,Yes,20000,Yes,29,15000,Yes,4500,Cash,Never,599,3,"Others, Streaming, Social Media",Sometimes,Budget,Realme 9 Pro,10,Yes,4500,Bank,Yes,"PhonePe, Fi",No,0,No,Yes,Gadget,18.0,Yes,Savings,No,,Yes,10,46
Ekavir Thaker,18,Hyderabad,Yes,UnderGraduate,No,0,Yes,27,3500,Yes,15000,UPI,Always,299,0,,Never,Mid-Range,Samsung M53,5,Yes,3500,Investment Products,Yes,"Upstox, Jar",No,0,No,Yes,Emergency Fund,20.0,No,Friends,No,"Other, PPF",Yes,37,23
Imaran Bhatti,19,Mumbai,Yes,UnderGraduate,No,0,Yes,24,7500,Yes,16000,Others,Always,399,0,,Never,Mid-Range,Redmi Note 10,8,No,0,,No,,No,0,Yes,Yes,Gadget,12.0,Yes,Savings,No,PPF,No,17,23
Luke Banerjee,23,Patna,Yes,UnderGraduate,Yes,61000,Yes,10,48000,Yes,14000,UPI,Always,299,2,"Others, Educational",Never,Budget,Samsung M32,7,Yes,12500,Cash,No,"Groww, CoinSwitch",No,0,No,No,,,Yes,Savings,No,,No,40,32
Tanmayi Kalita,18,Gwalior,Yes,UnderGraduate,Yes,18000,Yes,14,15000,Yes,14500,Bank Transfer,Never,499,2,"Educational, Others",Sometimes,Mid-Range,Poco X5 Pro,6,Yes,2000,Bank,No,"Jar, Upstox",No,0,Yes,No,,,Yes,Savings,No,Fixed Deposits,Yes,22,34
Omaja Manne,25,Udaipur,Yes,PostGraduate,No,0,Yes,30,7500,Yes,11000,Bank Transfer,Sometimes,299,1,Music,Sometimes,Flag-Ship,Samsung A13,3,No,0,,No,Upstox,Yes,1500,No,No,,,No,Credit Card,No,,No,6,48
Unni Prasad,18,Ranchi,Yes,UnderGraduate,Yes,26000,Yes,21,22000,No,0,,Sometimes,399,1,Social Media,Sometimes,Mid-Range,Redmi 10 Prime,4,Yes,6000,Bank,Yes,GPay,Yes,7500,No,Yes,Vehicles,14.0,Yes,Savings,No,"PPF, Other, Fixed Deposits",No,51,10
Tanmayi Saxena,18,Kolkata,Yes,UnderGraduate,Yes,31000,Yes,30,33500,Yes,14000,Cash,Always,599,0,,Never,Mid-Range,Samsung M12,10,No,0,,No,Fi,No,0,No,No,,,Yes,Savings,No,"Stocks, Mutual Funds",No,32,37
Hritik Parikh,21,Pune,Yes,UnderGraduate,Yes,16000,Yes,16,14000,Yes,19000,UPI,Sometimes,299,1,Music,Sometimes,Flag-Ship,Moto G82,4,Yes,1500,Bank,No,"Others, Groww",No,0,No,No,,,No,Friends,No,PPF,No,22,8
Vasana Karpe,18,Chandigarh,Yes,UnderGraduate,Yes,33000,No,0,24500,No,0,,Always,399,2,"Others, Educational",Sometimes,Mid-Range,Samsung A73,8,Yes,9500,Bank,Yes,PhonePe,No,0,Yes,Yes,Travel,24.0,Yes,Savings,No,Other,No,19,12
Warjas Chand,19,Shimla,Yes,UnderGraduate,Yes,15000,No,0,12500,Yes,8500,Bank Transfer,Always,399,1,Educational,Never,Mid-Range,Moto Edge 40,4,Yes,3000,Bank,No,"GPay, PhonePe",No,0,Yes,No,,,No,Credit Card,No,"PPF, Fixed Deposits",No,35,27
Anvi Sethi,18,Ranchi,Yes,UnderGraduate,No,0,Yes,32,6500,No,0,,Always,299,1,Social Media,Sometimes,Mid-Range,Moto G30,7,No,0,,No,Jar,No,0,Yes,No,,,Yes,Savings,No,Fixed Deposits,Yes,29,17
William Ahluwalia,19,Jodhpur,Yes,UnderGraduate,Yes,36000,Yes,19,26000,Yes,6500,Cash,Always,249,1,Others,Never,Mid-Range,Redmi Note 14 Pro,9,Yes,9000,Bank,Yes,"GPay, PhonePe",No,0,No,Yes,Vehicles,22.0,No,Savings,Yes,"PPF, Mutual Funds",No,20,4
Anika Comar,22,Varanasi,Yes,UnderGraduate,Yes,35000,Yes,16,30500,Yes,5000,UPI,Always,499,1,Social Media,Sometimes,Flag-Ship,Samsung M32,5,Yes,7500,Cash,Yes,"Paytm, Groww",No,0,No,Yes,Travel,19.0,Yes,Savings,No,"PPF, Stocks",No,18,26
Panini Prakash,22,Meerut,Yes,UnderGraduate,Yes,32000,Yes,12,27500,Yes,5500,Bank Transfer,Always,499,0,,Never,Flag-Ship,Moto G30,10,Yes,7000,Bank,Yes,PhonePe,No,0,No,No,,,No,Friends,No,Stocks,Yes,60,14
Hemangini Srivastava,25,Shimla,Yes,PostGraduate,No,0,Yes,16,4000,No,0,,Always,399,0,,Never,Mid-Range,Moto G14,8,No,0,,No,,No,0,No,Yes,Travel,13.0,Yes,Savings,No,Stocks,No,39,25
Manbir Rege,25,Gwalior,Yes,PostGraduate,Yes,74000,Yes,13,52000,Yes,10500,UPI,Always,599,3,"Streaming, Social Media, Music",Never,Budget,Poco X6 Neo,7,Yes,21000,Investment Products,Yes,"Jar, CoinSwitch",Yes,7500,No,No,,,No,Credit Card,No,"PPF, Other",Yes,6,47
Shaurya Choudhry,23,Godda,Yes,PostGraduate,Yes,12000,Yes,35,10500,Yes,4500,Cash,Always,299,2,"Streaming, Music",Sometimes,Mid-Range,Moto Edge 40,10,Yes,2000,Bank,No,,No,0,No,Yes,Travel,12.0,Yes,Savings,No,"Stocks, Mutual Funds",Yes,21,12
Timothy Bandi,20,Jamshedpur,Yes,UnderGraduate,No,0,Yes,20,5500,Yes,13000,Bank Transfer,Sometimes,299,0,,Never,Budget,Poco M6 Pro,10,No,0,,No,"Others, GPay",No,0,Yes,No,,,Yes,Savings,No,Mutual Funds,No,31,32
Zayyan Bhatia,25,Amritsar,Yes,PostGraduate,Yes,37000,Yes,10,29000,Yes,10500,UPI,Always,299,1,Streaming,Sometimes,Budget,Poco X6 Neo,8,Yes,6500,Cash,Yes,Others,No,0,No,Yes,Travel,12.0,No,Friends,No,PPF,No,59,22
Parth Dalal,25,Ajmer,Yes,PostGraduate,Yes,43000,Yes,18,34500,No,0,,Always,599,2,"Music, Social Media",Never,Mid-Range,Samsung M32,7,Yes,12000,Bank,Yes,"GPay, Jar, Fi",No,0,Yes,Yes,Travel,18.0,Yes,Savings,No,,No,24,39
Sai Murty,24,Salem,Yes,PostGraduate,No,0,Yes,17,4500,Yes,12000,UPI,Sometimes,299,0,,Never,Mid-Range,Poco M4 Pro,4,No,0,,No,"PhonePe, Paytm, Upstox",No,0,No,Yes,Emergency Fund,21.0,Yes,Savings,No,"Other, Stocks",No,12,35
Varenya Sachdeva,21,Srikakulam,Yes,UnderGraduate,No,0,Yes,22,7500,Yes,14500,UPI,Sometimes,599,0,,Never,Budget,Moto G100,4,Yes,2000,Bank,Yes,"Fi, PhonePe",No,0,No,Yes,Gadget,20.0,Yes,Savings,Yes,PPF,Yes,50,32
Amaira Dayal,25,Mangalore,Yes,PostGraduate,Yes,17000,Yes,34,10500,Yes,15000,UPI,Sometimes,499,0,,Never,Mid-Range,Poco M4 Pro,10,Yes,5500,Cash,No,Upstox,No,0,Yes,No,,,Yes,Savings,No,Stocks,No,18,28
Devika Lad,21,Ahmedabad,Yes,UnderGraduate,Yes,35000,Yes,18,27000,No,0,,Always,299,0,,Never,Mid-Range,Poco F5,10,Yes,6500,Investment Products,Yes,Paytm,No,0,No,Yes,Travel,13.0,Yes,Savings,No,,No,52,46
Hamsini Bahl,22,Jodhpur,Yes,PostGraduate,Yes,35000,Yes,20,23000,No,0,,Sometimes,399,0,,Never,Mid-Range,Realme 9 Pro,9,Yes,10500,Cash,No,GPay,No,0,No,No,,,Yes,Savings,No,,No,41,42
Ayush Nigam,21,Gwalior,Yes,UnderGraduate,Yes,18000,Yes,15,13500,No,0,,Sometimes,499,0,,Never,Budget,Poco F5,5,Yes,5500,Bank,Yes,"Upstox, Jar, Paytm",Yes,6000,No,No,,,No,Other,No,"Other, PPF",No,56,9
Ekantika Vala,24,Coimbatore,Yes,PostGraduate,Yes,17000,Yes,14,18500,Yes,7500,UPI,Always,399,1,Social Media,Never,Budget,Redmi 10 Prime,8,No,0,,Yes,GPay,No,0,No,Yes,Travel,11.0,No,Savings,No,PPF,No,32,28
Jacob Ahuja,22,Agra,Yes,PostGraduate,No,0,Yes,12,3500,No,0,,Always,399,0,,Never,Flag-Ship,Samsung A73,10,No,0,,Yes,"Paytm, Upstox, CoinSwitch",No,0,No,No,,,Yes,Savings,Yes,Stocks,Yes,32,43
Ayushman Tailor,22,Salem,Yes,UnderGraduate,Yes,14000,Yes,35,9500,No,0,,Always,399,2,"Streaming, Social Media",Sometimes,Mid-Range,Moto G14,5,Yes,5000,Bank,Yes,"Groww, Upstox",No,0,Yes,No,,,Yes,Savings,No,Other,Yes,39,8
Om Gera,21,Varanasi,Yes,UnderGraduate,No,0,Yes,21,5500,Yes,4000,UPI,Sometimes,299,0,,Never,Flag-Ship,Realme 9 Pro,4,Yes,3500,Bank,No,GPay,No,0,Yes,No,,,No,Savings,No,,No,52,35
Liam Narang,19,Nagpur,Yes,UnderGraduate,No,0,Yes,34,2000,Yes,14000,UPI,Always,499,1,Educational,Sometimes,Mid-Range,Moto G30,9,No,0,,No,,No,0,No,No,,,No,Credit Card,No,,Yes,31,40
Ijaya Zachariah,24,Agra,Yes,UnderGraduate,Yes,41000,No,0,37000,Yes,11500,Bank Transfer,Sometimes,249,1,Social Media,Sometimes,Mid-Range,Realme 9 Pro,5,Yes,5000,Wallet Apps,No,"PhonePe, Others",No,0,No,Yes,Gadget,5.0,No,Friends,No,"Mutual Funds, Fixed Deposits, PPF",Yes,41,17
Ayush Bath,19,Lucknow,Yes,UnderGraduate,No,0,Yes,22,2000,Yes,12000,UPI,Always,299,3,"Music, Others, Educational",Never,Budget,Moto G14,4,Yes,1500,Investment Products,No,CoinSwitch,No,0,No,Yes,Emergency Fund,12.0,Yes,Savings,No,,No,24,26
Kalpit Jayaraman,19,Salem,Yes,UnderGraduate,Yes,14000,Yes,34,11000,No,0,,Always,299,3,"Educational, Music, Streaming",Never,Mid-Range,Realme 9 Pro,9,Yes,3500,Bank,No,"Jar, GPay, PhonePe",No,0,No,Yes,Travel,23.0,No,BNPL,No,Mutual Funds,Yes,48,38
Krishna Datta,22,Ahmedabad,Yes,UnderGraduate,No,0,Yes,13,4000,Yes,12500,UPI,Always,399,2,"Others, Educational",Sometimes,Budget,Redmi Note 10,7,No,0,,Yes,"CoinSwitch, Fi",No,0,No,No,,,No,Friends,No,,Yes,44,43
Krishna Yadav,19,Nashik,Yes,UnderGraduate,Yes,41000,Yes,35,29000,No,0,,Sometimes,499,3,"Others, Music, Educational",Never,Mid-Range,Realme Narzo N55,8,Yes,10500,Investment Products,No,Jar,No,0,No,Yes,Travel,7.0,Yes,Savings,No,Fixed Deposits,No,16,9
Dakshesh Puri,23,Rajkot,Yes,PostGraduate,Yes,73000,Yes,22,44500,Yes,11500,UPI,Always,499,1,Social Media,Never,Flag-Ship,Moto Edge 40,8,Yes,25500,Bank,Yes,"Jar, GPay, Others",No,0,No,No,,,Yes,Savings,No,"Other, Stocks, Fixed Deposits",Yes,29,46
Chandran Parsa,21,Lucknow,Yes,UnderGraduate,No,0,No,0,6000,Yes,9500,UPI,Sometimes,249,1,Others,Sometimes,Mid-Range,Moto Edge 40,10,No,0,,Yes,Paytm,Yes,2000,No,Yes,Vehicles,15.0,Yes,Savings,Yes,,No,14,33
Rajeshri Raju,20,Salem,Yes,UnderGraduate,Yes,43000,Yes,31,36000,Yes,13000,UPI,Always,499,1,Streaming,Never,Mid-Range,Realme Narzo 70,8,Yes,6500,Bank,Yes,"CoinSwitch, Groww",No,0,No,No,,,No,BNPL,No,"Mutual Funds, Fixed Deposits",No,13,26
Bina Lal,22,Shimla,Yes,PostGraduate,Yes,77000,Yes,24,59000,Yes,11500,UPI,Always,399,0,,Never,Mid-Range,Redmi Note 13,6,Yes,16000,Cash,No,CoinSwitch,No,0,No,Yes,Gadget,5.0,No,Friends,No,,No,25,13
Amruta Vala,20,Ajmer,Yes,UnderGraduate,Yes,48000,Yes,12,32500,No,0,,Always,299,2,"Others, Educational",Never,Mid-Range,Redmi Note 14 Pro,5,Yes,15500,Cash,Yes,GPay,Yes,5500,No,Yes,Travel,20.0,No,Credit Card,No,"Fixed Deposits, Stocks, PPF",No,17,9
Adya Taneja,18,Bhopal,Yes,UnderGraduate,Yes,18000,Yes,11,16000,Yes,6000,UPI,Always,249,0,,Never,Mid-Range,Poco M3 Pro,8,Yes,3000,Cash,No,"Jar, Groww",No,0,No,No,,,No,Credit Card,No,Mutual Funds,Yes,23,28
Rushil Sarkar,18,Kochi,Yes,UnderGraduate,Yes,40000,Yes,22,27000,Yes,11000,UPI,Never,399,0,,Never,Mid-Range,Realme Narzo 60 Pro,6,Yes,12000,Cash,No,"CoinSwitch, Paytm, Upstox, GPay",No,0,No,Yes,Travel,11.0,Yes,Savings,No,,Yes,47,44
Tanveer Nayar,20,Jodhpur,Yes,UnderGraduate,Yes,13000,Yes,16,11000,No,0,,Sometimes,299,3,"Others, Streaming, Music",Sometimes,Flag-Ship,Poco X3 Pro,6,Yes,2000,Bank,Yes,"Fi, Others",No,0,No,Yes,Other,3.0,Yes,Savings,No,,No,37,10
Vasatika Purohit,18,Coimbatore,Yes,UnderGraduate,Yes,67000,Yes,10,50000,Yes,7000,Bank Transfer,Always,399,2,"Streaming, Music",Never,Budget,Realme Narzo 70,7,Yes,22500,Bank,Yes,GPay,Yes,7500,No,No,,,Yes,Savings,No,Fixed Deposits,No,20,46
Theodore Gara,18,Ajmer,Yes,UnderGraduate,No,0,Yes,27,7500,Yes,10000,Cash,Always,299,0,,Never,Mid-Range,Poco X6 Neo,10,Yes,1500,Cash,Yes,"Others, Paytm",No,0,No,Yes,Vehicles,19.0,Yes,Savings,No,"Fixed Deposits, Mutual Funds, PPF",No,30,45
Michael Bandi,25,Ghaziabad,Yes,PostGraduate,Yes,38000,Yes,21,28000,Yes,10500,Bank Transfer,Always,599,0,,Never,Mid-Range,Moto G60,3,Yes,8000,Bank,Yes,"Upstox, CoinSwitch",No,0,Yes,No,,,No,Credit Card,No,Stocks,No,34,43
Shivani Rattan,22,Raipur,Yes,PostGraduate,No,0,Yes,27,6500,Yes,7500,Cash,Always,399,0,,Never,Mid-Range,Poco F5,9,No,0,,Yes,"PhonePe, CoinSwitch, Upstox",No,0,Yes,No,,,No,BNPL,No,"Fixed Deposits, Other, PPF",No,25,11
Chatura Dada,18,Faridabad,Yes,UnderGraduate,Yes,32000,No,0,27000,No,0,,Always,399,0,,Never,Mid-Range,Moto G14,4,Yes,4000,Bank,Yes,"Groww, Paytm",No,0,No,Yes,Gadget,9.0,Yes,Savings,No,"Mutual Funds, PPF, Fixed Deposits",No,15,8
Warda Ganguly,21,Warangal,Yes,UnderGraduate,Yes,22000,Yes,33,21500,No,0,,Sometimes,399,0,,Never,Flag-Ship,Moto G60,4,Yes,2500,Bank,Yes,"GPay, Fi",No,0,No,Yes,Travel,10.0,Yes,Savings,No,Other,No,23,22
Charvi Rout,25,Noida,Yes,PostGraduate,No,0,Yes,35,4000,Yes,11500,Bank Transfer,Always,299,1,Others,Sometimes,Mid-Range,Moto Edge 40,5,No,0,,No,"Fi, Upstox, Others, GPay",Yes,1500,Yes,Yes,Other,3.0,No,Credit Card,Yes,"Other, Mutual Funds",No,6,8
Chanchal Murty,24,Kolkata,Yes,PostGraduate,No,0,Yes,30,3500,Yes,12000,UPI,Always,399,0,,Never,Mid-Range,Redmi Note 10 Pro,10,No,0,,No,"Fi, GPay, Upstox",Yes,2500,No,No,,,No,Friends,No,"Fixed Deposits, PPF, Stocks",Yes,16,18
Chaitaly Varghese,24,Agra,Yes,PostGraduate,No,0,Yes,17,5000,Yes,12500,Cash,Always,249,2,"Streaming, Others",Sometimes,Mid-Range,Poco X4 GT,8,No,0,,Yes,"Others, Upstox, Paytm",No,0,No,Yes,Travel,10.0,No,Credit Card,No,"Mutual Funds, Fixed Deposits, Stocks",No,38,15
Onkar Sha,21,Mysuru,Yes,UnderGraduate,Yes,64000,No,0,56000,No,0,,Always,299,3,"Social Media, Others, Music",Never,Mid-Range,Moto G100,7,Yes,12000,Bank,No,"CoinSwitch, Groww",No,0,No,No,,,No,Credit Card,No,PPF,No,11,4
Samesh Narula,18,Nashik,Yes,UnderGraduate,No,0,No,0,5500,Yes,12500,Bank Transfer,Always,499,0,,Never,Budget,Redmi Note 13,10,Yes,4000,Bank,No,"GPay, Jar, Groww",No,0,No,No,,,No,Savings,Yes,PPF,No,20,32
Lekha Roy,19,Bhopal,Yes,UnderGraduate,No,0,Yes,25,5500,Yes,10500,Cash,Sometimes,299,0,,Never,Flag-Ship,Poco M6 Pro,7,No,0,,Yes,"Groww, Upstox, CoinSwitch",No,0,Yes,Yes,Gadget,19.0,Yes,Savings,No,,Yes,16,7
Qasim Kanda,18,Delhi,Yes,UnderGraduate,No,0,Yes,24,5500,No,0,,Always,299,0,,Never,Budget,Realme Narzo 70,6,No,0,,Yes,PhonePe,No,0,No,Yes,Travel,4.0,Yes,Savings,No,Mutual Funds,No,14,12
Lucky Choudhry,25,Godda,Yes,PostGraduate,Yes,17000,Yes,13,18000,No,0,,Always,249,2,"Streaming, Music",Sometimes,Flag-Ship,Redmi Note 11,5,No,0,,No,"Groww, Others",No,0,No,Yes,Emergency Fund,9.0,Yes,Savings,Yes,PPF,No,41,4
